,Title,Company,Location,Date,Scrape Date,Summary,Salary,Url
435,Business Analist Pricing,Centraal Beheer,Apeldoorn,Meer dan 30 dagen geleden,2021-03-05,"Je ontwikkelt samen met data scientists geavanceerde in- en uitstroom modellen;
Je werkt samen met data scientists en engineers in een multidisciplinair pricing…",€3.417 - €4.755 per maand,https://nl.indeed.com/rc/clk?jk=4228427e093bba00&fccid=2276e012602ad49f&vjs=3
436,Data analyst,L&G Recruitment solutions Limited,Amsterdam,29 dagen geleden,2021-03-05,"Big data: 3 years (Required).
Recommend design alternatives for data ingestion, processing and provisioning layers.
Big Data - implementation projects - ETL.",,https://nl.indeed.com/company/L&G-Recruitment-solutions-Limited/jobs/Data-Analyst-549f75848186241e?fccid=574ff7c76f5f4ac5&vjs=3
437,"Integrated Inventory Analyst, EMEA","Brooks Sports, Inc",Nederland,1 dag geleden,2021-03-05,"Experience in analyzing data and building reports, charts and presentations.
Able to analyze raw data, draw conclusions, and develop actionable strategic…",,https://nl.indeed.com/rc/clk?jk=15329aa816fe3181&fccid=64f9ec9618aa764d&vjs=3
438,(Junior/Senior) Data Scientist / Strategy Analyst,PA Consulting Group,Utrecht,Meer dan 30 dagen geleden,2021-03-05,Data Science – opdrachtgevers inzicht geven op basis van data analyse PA’s Data & Analytics Team helpt haar klanten om waardevolle inzichten te geven op basis…,,https://nl.indeed.com/rc/clk?jk=bb81aaa6219b6ecc&fccid=cf94a2aa6eb7d672&vjs=3
439,Business Analist Pricing,Centraal Beheer,Apeldoorn,Meer dan 30 dagen geleden,2021-03-05,"Je ontwikkelt samen met data scientists geavanceerde in- en uitstroom modellen;
Je werkt samen met data scientists en engineers in een multidisciplinair pricing…",€3.417 - €4.755 per maand,https://nl.indeed.com/rc/clk?jk=4228427e093bba00&fccid=2276e012602ad49f&vjs=3
440,Data analyst,L&G Recruitment solutions Limited,Amsterdam,29 dagen geleden,2021-03-05,"Big data: 3 years (Required).
Recommend design alternatives for data ingestion, processing and provisioning layers.
Big Data - implementation projects - ETL.",,https://nl.indeed.com/company/L&G-Recruitment-solutions-Limited/jobs/Data-Analyst-549f75848186241e?fccid=574ff7c76f5f4ac5&vjs=3
441,"Integrated Inventory Analyst, EMEA","Brooks Sports, Inc",Nederland,1 dag geleden,2021-03-05,"Experience in analyzing data and building reports, charts and presentations.
Able to analyze raw data, draw conclusions, and develop actionable strategic…",,https://nl.indeed.com/rc/clk?jk=15329aa816fe3181&fccid=64f9ec9618aa764d&vjs=3
442,Compliance Data Analyst,Adyen,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"You will use your compliance knowledge and data analytical skills to assess customers on risk exposure in general.
Proactive with a can do mentality;",,https://nl.indeed.com/rc/clk?jk=b8f518798e01b9e4&fccid=b5c24474d328dbc6&vjs=3
443,Master Data Specialist,TMC,Nederland,Meer dan 30 dagen geleden,2021-03-05,"Both with attention to data quality and the data model.
As a master data specialist you are responsible for carrying out operational activities with regard to…",,https://nl.indeed.com/rc/clk?jk=e50b7da0e530757f&fccid=0fcdec9647fe762c&vjs=3
444,Full Stack Developer Hue,Signify,Eindhoven,Meer dan 30 dagen geleden,2021-03-05,"You will have the opportunity to work alongside with our data engineers at the largest Lighting IoT company in the world, contributing to the design and…",,https://nl.indeed.com/rc/clk?jk=e6670e6ec8f7168a&fccid=508609a1a9ea1ca9&vjs=3
445,Medior Business- en Informatie Analist,CGI Inc,Utrecht,4 dagen geleden,2021-03-05,"Category: Business Analysis (functional and technical).
Werk jij graag aan vraagstukken en oplossingen binnen de bancaire sector waarmee je onze opdrachtgevers…",,https://nl.indeed.com/rc/clk?jk=1c688645d4c07c16&fccid=d2841a5c0380b93d&vjs=3
446,Analist,MM Guide,Utrecht,Meer dan 30 dagen geleden,2021-03-05,"Je overbrugt de kloof tussen gestructureerde in house data en ongestructureerde data in archieven en op internet.
Hoe vertel je je ouders wat je doet?",,https://nl.indeed.com/rc/clk?jk=77751f014182e75c&fccid=c2052aebe32c1dec&vjs=3
447,"Technisch Business Analist (inhouse, 40 uur per week)",Active Ants,Nieuwegein,3 dagen geleden,2021-03-05,"Aangezien wij met veel (eind)klant-data omgaan, zal je data-beveiliging altijd in je ontwerpen meenemen.
Minimaal 10 jaar werkervaring, waarvan minimaal 4 jaar…",,https://nl.indeed.com/rc/clk?jk=07ff0058347d614e&fccid=e5b5c89850d2b3f0&vjs=3
448,Data Scientist - Insights,Catawiki,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"All this data is being collected and stored, and used extensively by our team of 10 analysts and data scientists that want to build a better company by using…",,https://nl.indeed.com/rc/clk?jk=31f48fd9c8a7e509&fccid=3797ff6c7536ee5e&vjs=3
449,Financial Analyst,corbion,Gorinchem,Vandaag,2021-03-05,Are you passionate about working with financial data and is it your ambition to grow within an international Business control department?,,https://nl.indeed.com/rc/clk?jk=43059f0226835e70&fccid=eb2bdddd219e32a4&vjs=3
450,Quant Analyst,DA VINCI DERIVATIVES,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Analysing market data to build new trading strategies.
Improving and refining the data infrastructure and setup.
In this role you will be responsible for:",€80.000 per jaar,https://nl.indeed.com/rc/clk?jk=048f7de6ee4908e4&fccid=bed24f857b7521e3&vjs=3
451,Business / Informatie analist,De Nederlandsche Bank,Amsterdam,16 dagen geleden,2021-03-05,"Wil jij als business analist werken met impact?
DNB wil meer data-driven werken, en daarbij zijn de rapportages van het team goud waard.
Wat ga je precies doen?",€3.200 - €5.400 per maand,https://nl.indeed.com/rc/clk?jk=9157c9cc59d26617&fccid=b95ac1eca025ab1e&vjs=3
452,Propositie Marketeer Reizen,ANWB,Den Haag,2 dagen geleden,2021-03-05,"Dit doen wij allemaal op een data-gedreven manier.
Help jij mee Reizen van ANWB nog beter in de markt te zetten en de klantreis van (potentiële) klanten en…",€2.363 - €4.492 per maand,https://nl.indeed.com/rc/clk?jk=4a0906df70760344&fccid=42c33b1b7d8142de&vjs=3
453,Associate Financial Analyst – Controlling - European Operating Center,Medtronic,Heerlen,15 dagen geleden,2021-03-05,"Excellent in handling high amounts of data in a dynamic environment;
Excellent and advanced skills in Excel, Access, and/or other data spreadsheet programs;",,https://nl.indeed.com/rc/clk?jk=ceb224daf6daf868&fccid=f06a4d05bf5510ec&vjs=3
454,Webanalist,Beter Bed,Uden,Meer dan 30 dagen geleden,2021-03-05,"Je bent dé data analist om inzichten te verkrijgen in grote databestanden en te herleiden naar gedrag, bijvoorbeeld welke segmenten zich anders gedragen of…",,https://nl.indeed.com/rc/clk?jk=38142c2d61992efd&fccid=b0c583bba723f6d8&vjs=3
455,Junior Quantitative Risk Analyst (Non Retail Modelling),ABN AMRO Bank,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Strong analytic skills and affinity with data analytics, (pre)processing, and data handling.
You will contribute significantly to the success of your team,…",,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_cWh5ufxJCEatf9FOtgdwl-LajcKrnY3NwdklpeSDnu3zP8nC49W8vdwlFzj2GRmfGl4qFyDAdPmOECfrlbEzXQcZgxGHhhvajnqPDR0p-ps7SGJE0gkhtACeQ94Mn2Yk_Z1TwScxmRM2Wnz4o3x2HrV9YWTC1h08Q67ulnaTnIa6oQvw2k-XPusFDuoOALjCMuzNWn_A-7uy9NUAn-1e6AfzlB9Z9oOsvi7u3g7sVuCd-e0Yvh_EXCq5aQxaOABwD6KCfN7c1oxCoijqkTxqeBp27JqlNNNRuc3TlIBVru302uMuy-ooBveRj9yREI26lPBzwDyUXsQ9LnX_bbyrTuxF0Fi5Tprb7gnu1Ogf15cVcSj_BtkSdAtkvUh4ZoPl7lmIovP49HNbY0G8d-Zi0Hg6NznvtU2DPSepObhFAEkCwKalJJlA3d5SM2r-iKvvjun95c8I8AcIBH199gPu3ifrXxEbO9kpAz721tzOejcQEN2VwdMcWhgbGUqGumAXbljPe3cmorKoS-hfTSGTvUUQhiphubYz8WZNUjyIaaDYv_-g7mTHIolDyYjtFJ74Ya7ffyLIZqG0Oqmdx4_ImIvu_iSJLGM3NSzfGeS7XoJag07TtwfgZarEtdyoe_QYpT0j9BAV96pTp-2LocntR4OkQYbJ3JLyiPYM0Vjj1zKigPRIxq6kimIIkdNpvSFAdQKziqFxPMjGgWznOrgzIK4nyP5r-u-g1kJMr1LUMxvy5pkbDQIMQVwfnZIE5QxMypf3OfDZ_Uuf-vzX7qkFPQdO-Rgrsv7Ktf161YC8QWV5aM4Zs6lJwSWpnF_IVrM=&p=2&fvj=0&vjs=3
456,Business Analyst,Beerwulf,Amsterdam,3 dagen geleden,2021-03-05,"Owning data accuracy, completeness and consistency for Beerwulf stakeholders in coordination with the data engineers.",,https://nl.indeed.com/rc/clk?jk=3308c9ebcb004f97&fccid=6f4fcaf89f96024b&vjs=3
457,Operations Lead Data Compliance,Aegon,Den Haag,9 dagen geleden,2021-03-05,"Create coherence between data management strategy, data platforms, data-driven processes and (requirements set by) regulators;
About what we are looking for.",,https://nl.indeed.com/rc/clk?jk=109167839ba31a92&fccid=817dbf75ac000d11&vjs=3
458,Logistiek Analist,Alliance Automotive Services,Ede,16 dagen geleden,2021-03-05,"Je leest data in en controleert gegevens uit verschillende bronnen en overzichten.
Jouw persoonlijke administratie is piekfijn in orde.",,https://nl.indeed.com/rc/clk?jk=3000e6afb9d1bf91&fccid=2bb676241414829c&vjs=3
459,Data Analist,Lincks Personal Recruitment,Dordrecht,14 dagen geleden,2021-03-05,"Proactief data benaderen, ontsluiten en modelleren;
Als Data Analist heb jij een voorliefde voor alles wat met data te maken heeft.",,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BS6DeOXXI25jhahsSu0034hupV8qHq1s8uEZGRFeRzj9oBc8XAT7MzNHr4aA_sdCo_3pOIIc6GV1GPucSA6UU1gPDfePh5CopDg3YejaNIsQdAjlPo4_yGMwCD5HVRvO53GICp8fofRITuycvFTTbVsBtj-sM8sre5C9IVNTc-e4opdP7LUWMVGMTMwwk2EcxDqhbO5XWeagdZPLnq2xsawhteAY3NlQzAuIkeqUyRBQA9SBEJ-h-zDVcbWyHPYJD-3s8DP-eFSP8V05q_83UoY3BvxzO7vpsWQf1koDn6s5dW21XblMvZk5W9j5JTtlunVBSLxt2vWQC5zQLaya9aEUzYldl4X5gpjC8ujJBvJ_490Ilsb2brg5Gvzj2rKWzaEeA6PriJkrKesxcM0lBjqMOu1k6VRzN1VKUcHRv9cQs8XpiZpU83K_LwmjUWupbJqK8VBqR3-x5u_cpJy6LZGijq1ZnyWvdw3W3O37Y-Tg6aQ7hXK6kSYGYhDt_URN3zMprJShREggCBRl_Fxls3pqnLGZ0A_y680mxAZsu1nArxPovhuQboA3D6PL8sd43iz7IYL8LrG6FlxVoZ4PpIxjhntO7iumNq8AWSAlkOCeL3_i03WjHYELSHOVkfv08=&p=6&fvj=0&vjs=3
460,Business Analist,DPG Media,Hoofddorp,Meer dan 30 dagen geleden,2021-03-05,"Het vertalen van data naar concrete adviezen voor de contentmakers;
Het trainen en begeleiden van redactie op gebied van data interpretatie;",,https://nl.indeed.com/rc/clk?jk=da211afdda3d324d&fccid=addb088c48b0a386&vjs=3
461,Business Analist,Pipelife,Enkhuizen,Meer dan 30 dagen geleden,2021-03-05,"Zo dragen we actief bij tot de duurzame distributie van water, energie en data.
Een belangrijke rol binnen Pipelife waarbij je midden in de organisatie staat.",,https://nl.indeed.com/rc/clk?jk=787683096855dd1f&fccid=7e701957402f8a69&vjs=3
462,REPLENISHMENT ANALYST,Foot Locker,Vianen,7 dagen geleden,2021-03-05,"An analytical mindset- you are proficient in the use of Excel/MS Office tools and can translate data into decisions and strategies.
What you need to succeed:",,https://nl.indeed.com/rc/clk?jk=6f18cbe0b57eb633&fccid=5c616ca9b51e8497&vjs=3
463,Data analyst,L&G Recruitment solutions Limited,Amsterdam,29 dagen geleden,2021-03-05,"Big data: 3 years (Required).
Recommend design alternatives for data ingestion, processing and provisioning layers.
Big Data - implementation projects - ETL.",,https://nl.indeed.com/company/L&G-Recruitment-solutions-Limited/jobs/Data-Analyst-549f75848186241e?fccid=574ff7c76f5f4ac5&vjs=3
464,Junior Sales Analyst,Rubrik Job Board,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Extract data (from a variety of sources including BI systems, and SalesForce.com) and perform detailed data analysis on internal processes and productivity.",,https://nl.indeed.com/rc/clk?jk=b0e8941240bc1bac&fccid=ba03cd038fd30855&vjs=3
465,PowerBI Specialist,Berkvens,Someren,Meer dan 30 dagen geleden,2021-03-05,"Je hebt kennis over data extractie en transformatie tools, data warehouses en data modellen.
Het ontwikkelen van datastromen voor gestructureerde en…",,https://nl.indeed.com/rc/clk?jk=3c1aaba501431347&fccid=b5c2191f14573eaf&vjs=3
466,Applicatiebeheerder Apotheek (onbepaalde tijd),Máxima Medisch Centrum,Eindhoven,16 dagen geleden,2021-03-05,"Deze applicaties beheer je samen met je collega applicatiebeheerder en de data analist.
Zorg jij voor soepel lopende ICT processen in onze apotheek zodat…",€3.774 per maand,https://nl.indeed.com/rc/clk?jk=fd6b20d3eaf41da6&fccid=c2f74c92f1420e6f&vjs=3
467,Senior Data Analist eCommerce,ahold,Zaandam,Meer dan 30 dagen geleden,2021-03-05,"Vanuit jouw ervaring en kennis rondom data analyse onze huidige data analytics teams nog volwassener te maken.
Jouw nieuwe baan en werkplek.",€6.250 per maand,https://nl.indeed.com/rc/clk?jk=acaa0895353090b6&fccid=c3f215f3f2d5561b&vjs=3
468,Functioneel / Systeem Analist | Supply Chain | € 3800 - € 4500,The Preferred Supplier,Arnhem,6 dagen geleden,2021-03-05,"Heb je gedegen (3+ jaar) Supply Chain / Logistiek / Distributie ervaring?
Schakel je graag met de klant en met de interne developers?",€3.800 - €4.500 per maand,https://nl.indeed.com/company/The-Preferred-Supplier/jobs/Functioneel-5a2a140b58b1ec8e?fccid=02c4e0f835e62d20&vjs=3
469,Senior Analyst: Data Acquisition and Insights,Takeaway.com,Amsterdam,Vandaag,2021-03-05,"Are you our next data analyst?
Work closely with colleagues in a talented team of developers, data analysts and data engineers.
26 days of holiday per year.",,https://nl.indeed.com/rc/clk?jk=5d455c047805a4aa&fccid=a7f7ef4951d63c7c&vjs=3
470,Data Analist,KGU Recruitment,Amsterdam-Zuidoost,4 dagen geleden,2021-03-05,"In de volgende fase ligt de focus meer op de analyse van data.
De inzichten die jij uit de data haalt dragen bij aan de verbetering van de dienstverlening.",,https://nl.indeed.com/rc/clk?jk=3c404d6eb5c6aa4a&fccid=d62c4aca99f7ce42&vjs=3
471,Senior Data Analyst,NN Insurance Belgium,Den Haag,Meer dan 30 dagen geleden,2021-03-05,"The team has the core objective to ensure that all data users throughout the company have access to relevant, timely and high quality comprehensive data, in a…",,https://nl.indeed.com/rc/clk?jk=fd43eda01414914d&fccid=24ec997c502b2e1a&vjs=3
472,Senior Data Engineer,NIBC,Den Haag,2 dagen geleden,2021-03-05,"S everal years of recent BI experience in data modeling, data integration, and ETL).
From there you create a plan for how data will support and enable this,…",,https://nl.indeed.com/rc/clk?jk=5ab646529e965c89&fccid=113aade9c615d0d5&vjs=3
473,Business Analist Data Warehouse,iSense ICT Professionals,Den Haag,13 dagen geleden,2021-03-05,"Datawarehouses, data management en data quality frameworks zijn voor jou niet onbekend;
Opstellen van data analyses voor de business;",,https://nl.indeed.com/rc/clk?jk=f138cd4e2e96b975&fccid=1b526d4f995493fe&vjs=3
474,Data Analyst,TripActions,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,Enable and support the business regarding the development and use of data analysis and reporting by: building reporting-grade data sources in our BI environment…,,https://nl.indeed.com/rc/clk?jk=16f5ed5d8a86feaf&fccid=d4cf7525b2141ef1&vjs=3
475,Technisch data-analist forensische zorg,"Ministerie van Justitie en Veiligheid, Dienst Just...",Den Haag,Meer dan 30 dagen geleden,2021-03-05,"Binnen dit team ga jij aan de slag als medior of senior technisch data-analist.
Als data-analist speel je een rol in het (door)ontwikkelen van deze producten.",,https://nl.indeed.com/rc/clk?jk=3dc1a695c64b65c3&fccid=959035d98578efe2&vjs=3
476,Analist / Associate Data Management & Pricing,APG,Amsterdam,23 dagen geleden,2021-03-05,"Gebruikmakend van je investering, data-kennis en kunde, audit je de data en verrijk je deze conform de met de klanten van de informatieproducten overeengekomen…",,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D6OtgUXHy4XJwSwh2eIxn7Urs8NClmYBsl29eSxQalLPuqx62WCBHlPbAndMV5TWWYgDjvCIJAM7YPWMNgKe41jS1qkjlk2gqvONPSaPhlifhbULfa0aaJXhcuL2svR1Mq-uMytwKSUTuOQRJKBJUwOfZQasDNFQ0zQUkkyOVCFbkGGaIvDM_sTK58SlWZmJiXtHzUQd87yK-yHmk5bX4rjN8d10Sn2pwV3ID9aFYZuXXgvT0vZMGVKOCdIHpSXJkw7ZUwtp80s3mbUio6WKcXhoHsXMkFcCO7seXmJPrUn4w1mcMj4Ag_FNTUlVAKqSoOhzej74XTZdTKtnJNNJ97JyT_v1_zjfMIjuc4C4Pg2hQqEx8Fl2DnkyAOjKmR4xI0pAqEX2WBxHqxtjJgZ9OlDoJorTR34qc7FivUPM235ziGpkhmj30xPEE-R_Du3iX0GZQAoP7Yo4Qjcq3reORbTspeLxKJ3mrQ2z2pSWv8NI8JxLDAD-8hg8Q4c4v58kdsbyWa7TXFjD11Mu_7mwuM_oGKwB88lan2ih2kBwpj6I7ujaTWOyv4wetRoXqnEWzZk9zx2-3vH9e7HIy59Hajjf1IqTPTcuOt42kOMS6RNL2FwjJD7_7DDoSYwOMPN1ASZQ4RKLGUGP9jYm7kfe-qxfDVlj12KYiaNvc81BCYA5vaz83nU2cWZ_FuW9lHdjyNvPLVfG93P-hEK4pNWKt-jFr1h7fy3xdrZeuG8snk2ftz5FIas5_O&p=8&fvj=0&vjs=3
477,BI ontwikkelaar / analist,Ziekenhuis St Jansdal,Harderwijk,28 dagen geleden,2021-03-05,"Het analyseren van processen en vertalen van data naar betrouwbare informatie.
Hou je van data, zie je hierin snel verbanden en heb je kennis van de…",€2.882 - €4.227 per maand,https://nl.indeed.com/rc/clk?jk=506da0b57b1e0dcd&fccid=860f9a665e969913&vjs=3
478,Data Analyst,Tiqets,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,The Data Team is responsible for supporting the data needs of a large number of teams at Tiqets by helping them become more data-driven in the way they operate.,,https://nl.indeed.com/rc/clk?jk=9dc4393e951b203d&fccid=91a9123df086a3a9&vjs=3
479,Risk & Compliance Consultant,TriFinance,Utrecht,18 dagen geleden,2021-03-05,"Aantoonbare affiniteit met data en IT;
Jij hebt jezelf in de financiële sector ontwikkeld tot ervaren financieel analist.
Hierbij neem je zelf de regie.",€3.000 - €4.500 per maand,https://nl.indeed.com/company/TriFinance/jobs/Risk-Compliance-Consultant-724f334efdbb4d59?fccid=1e147d04043660f9&vjs=3
480,Junior Data Analyst Procurement,HelloFresh,Amsterdam,29 dagen geleden,2021-03-05,"Ben jij de nieuwe data analyst binnen ons team?
Binnen deze rol ben je verantwoordelijk voor het beheren en analyseren van de data in het Inkoopteam.",,https://nl.indeed.com/rc/clk?jk=9721378a4ca10816&fccid=d945bab513bef0db&vjs=3
481,Data Analist,jansen en van der zee,Leusden,Meer dan 30 dagen geleden,2021-03-05,"Bij MarketResponse hebben we bakken met data.
Deze bakken met data an sich zijn waardeloos.
We analyseren deze data en bieden waardevolle inzichten.",,https://nl.indeed.com/rc/clk?jk=22ab60fbab1e845d&fccid=4c5c5e872260c9f1&vjs=3
482,ALM Data expert/Business Analyst (SQL/ETL),Qualogy,Amsterdam,Vandaag,2021-03-05,"Experience with ALM data processes.
Improve and simplify data loads and ETL processes, despite of differences and variety in country data.",,https://nl.indeed.com/rc/clk?jk=ce5158cd3a1b6225&fccid=4a7dcda97ec845e3&vjs=3
483,Risk Analist,Volkswagen Pon Financial Services,Amersfoort,Meer dan 30 dagen geleden,2021-03-05,"Ben jij de financieel analist die het leuk vindt om je analytische kwaliteiten bij ons in te zetten en veel te leren?
Kom werken bij ons Risk team!",,https://nl.indeed.com/rc/clk?jk=4816d8abd78a1879&fccid=28e718eaceaf7505&vjs=3
484,"Associate Director Consulting, FSI",Gartner,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,Prior experience in a problem-solving capacity such as a solution/technical architect or analyst working with Financial Services clients preferred.,,https://nl.indeed.com/rc/clk?jk=c629d5fb7eecd1db&fccid=be293f1def77a963&vjs=3
485,Financial Data Analyst,BridgeFund,Amsterdam Zuid,Meer dan 30 dagen geleden,2021-03-05,"Als Financial Data Analyst houd je je bezig met analyseren van financiële data van ondernemers die een financiering aanvragen.
En daar hebben we jou bij nodig!",,https://nl.indeed.com/rc/clk?jk=7a564f843a5e8268&fccid=c3008abf04145803&vjs=3
486,Business Analyst,Bolsius International,Schijndel,Meer dan 30 dagen geleden,2021-03-05,"Je analyseert hiervoor zowel interne als externe data (bijv. Nielsen, IRI).
In deze functie voer je diepgaande analyses uit en geef je inzicht in alle kansen…",,https://nl.indeed.com/rc/clk?jk=34405b2d70fed127&fccid=e6f73517e205852a&vjs=3
487,WO Traineeship Overheid richting Data Analytics in omgeving Den Bosch,trainee.nl,Den Bosch,Meer dan 30 dagen geleden,2021-03-05,Tijdens dit data analytics traineeship ontwikkel jij je tot junior data scientist / data analist en help je organisaties om de pareltjes aan informatie in Big…,,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cm0HwNgLougAl8cDbfboVQS84oLdKNnR9UtuUo9-H5uViRcO7VMHkhKGrLR8sf0vpjJflEOMBEOP6Vq40gooKxWI06xAZlbqeZ2F-Wm82o5alRwpj5mIe1PZH0g6MxbzTCNLdVUrxfBFOhevYXc2fhrEsmHG3oXF8ShWASGONso4-aCSTTvaBkkhhfxlbil2FYIrWQ-muT7utSGLLNH1DtxTTIizBh6xcbxbb8rYabZc6BJdiWV69p_PcwW-wvmy9Ll7h3nfn98K6wn9X7ZRmyKjxLNks5xAxjyPjEOL77QWbrfbM_trvGet_juAAxdALufCxopODg8VpyWIGh3HxiqBngpgcyecRZCaqHSKCcQYgRjURHAY8cRQgfLf25AechBo9W-tH0ArDB3VzRK0CKylG3OdxcBNmKvAp2auHzLjd1aGpMrRHKog1lHsXIg3Ns1lKpHoxb2eEs4_RFDm-NYXz_zyGZEWU_v_nEoBArBDuQg7l5h-ikxoRijxEsi9voovJw6EJWlhhQtS1aayVojltYVo2xcWGkAefIZ_jkYRq7tL8O8g4tfwMP7ByATMqh1vwjW1qek7cMgSCye-OKIRcOKQFa9FMlx468IS_uREq4rge9zDqWUFPZHX-n2SrDiMy6bznnfA==&p=4&fvj=0&vjs=3
488,Senior Data Analyst eCommerce,Ahold Dellhaize,Zaandam,Meer dan 30 dagen geleden,2021-03-05,"At Ahold Delhaize, we aim to grow, and that’s only possible if you grow with us.
That’s why you get access to best-in-class guidance and inspiring training to…",,https://nl.indeed.com/rc/clk?jk=b3a86e1e3ec55df3&fccid=237b07f71d39adc8&vjs=3
489,Senior Reporting Analist,Coolblue,Rotterdam,Meer dan 30 dagen geleden,2021-03-05,"Jij bent als ervaren reporting analist dé ambassadeur binnen en buiten je domein van het actionable visualiseren van data.
Dit vind je leuk om te doen.",,https://nl.indeed.com/rc/clk?jk=5c563aa5ed78d4bf&fccid=7b02d5128f6957de&vjs=3
490,CSR Analyst,Takeaway.com,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Distil complex information and data and translate it into clear, understandable language for a wide range of stakeholders.
Our story (the bitesize version):",,https://nl.indeed.com/rc/clk?jk=cc2f4dc4d72a58c3&fccid=a7f7ef4951d63c7c&vjs=3
491,Data analist,Seven Stars,Utrecht,Meer dan 30 dagen geleden,2021-03-05,"Aantoonbare affiniteit met data, data-analyses en datavisualisatie en statistische methodes en technieken (Minimaal 5 jaar).
Startdatum: Start 1 april 2021.",,https://nl.indeed.com/rc/clk?jk=9992f93ac2ec38cb&fccid=87839d664acd151a&vjs=3
492,Data Engineer,Picnic,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Collaborate with domain experts and analysts to solve data challenges.
Apply data modelling methodologies and contribute to a robust data platform.",,https://nl.indeed.com/rc/clk?jk=8614e62e2466a9eb&fccid=9ca7c1c1cfaa481c&vjs=3
493,Business Data Analist,Jelling,Lisse,Meer dan 30 dagen geleden,2021-03-05,"Uitvoeren van complexe data-analyses;
Voor een populaire opdrachtgever in de omgeving van Lisse, zijn wij op zoek naar een data analist die ook affiniteit heeft…",€4.300 per maand,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BTnVIaIhUgcJiDOHDjRNiMUazFZPQ2SlmEdySOKsBhBcYjefhce325Er3TNtgJshUD_QfMGBr_b1vJwVxJAPnQ2ewfzu30ya636Djlds2HXD9TmxtINuDof6WqMzQYx5dfxgspb6691VJy1pzhNpT66801YGpUG0ISUf2Pmwds9TSOw29q178FM92CqjahuVPuL6No9BD-58R6Eno6PerzevyjkdoB7_iKZvebSoC4tyqAcMZMPHaiwQ4dx1rhyd-2-dJlkmDEFeHne6XQpN5adHq0w7E_QCPTXjtcKhAiR4mG4mvucXe2xBtXimWJy8Vx7pTBalOZxbTdosEiDNO6FCUElwjty8TAjeYVqFkufqY3cY3p90fCQe-tfDz-ZDEqBp6KhjMyPKxI0ZmChnErhYZM00dzkF2Gum5Qm00ebAI-F2OFSrt44aKxElkieTagaBU_yxPd4VeHNjNr_bABnQP7oQJI3tsKbnZIYz2_jiqYn4Wzpf4OmDv8FZ4iQa37InfKmnw0sSyCJr3pPqL2F949PPm6u2b-CrTti9PKfxmtW8Ozfx_VTsuC-RaL-5rJHjcXJJKTN-5hg54ramBzQmNNSjOSlwMBqdpjEEo-2DFeo8SGtk70I58oC-Vq8G7zwnF-cEP3O-17ioFlPs_ClUoC4-WRpa1LRxDVqUPgU8D1_dNW4zqaO3J9yuhxmH0SqnfIcW5U3TTbYZzsPgOKDJPsq4y1CDpvozdPEVDIVyq5FcbQq4REM9xjW2_D1xnFyv98-2pIR4FUDxGeggKN13-SV1BuFKrLwewbJqhf7A==&p=10&fvj=0&vjs=3
494,Data Analyst,Tiqets,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,The Data Team is responsible for supporting the data needs of a large number of teams at Tiqets by helping them become more data-driven in the way they operate.,,https://nl.indeed.com/rc/clk?jk=9dc4393e951b203d&fccid=91a9123df086a3a9&vjs=3
495,Compensation Analyst,Takeaway.com,Amsterdam,Meer dan 30 dagen geleden,2021-03-05,"Provide guidance, statistical analysis, data modelling, and cost analysis.
At least 2 years of analytical experience; interpreting data and using the…",,https://nl.indeed.com/rc/clk?jk=e0052699c8fedb4b&fccid=a7f7ef4951d63c7c&vjs=3
496,UX Researcher,Picnic,Amsterdam,11 dagen geleden,2021-03-05,"Analytical Eye: You're not a data wizard, but you're familiar with Excel and know how to visualize and interpret data.
The UX Research Lab is your focal point.",,https://nl.indeed.com/rc/clk?jk=ee4fe99ec2211822&fccid=9ca7c1c1cfaa481c&vjs=3
497,Portfolio Management Officer,Rabobank,Utrecht,Zojuist geplaatst,2021-03-05,In difficult situations you do not lose sight of what needs to be done and you make sure that required decisions can be taken based on accurate factual data an…,,https://nl.indeed.com/rc/clk?jk=f58268aeb24f3c88&fccid=db0b8cca1616eafb&vjs=3
498,FP&A Professional,Dept,Rotterdam,Meer dan 30 dagen geleden,2021-03-05,"Are interested in clever solutions to crunch your data;
One agency uniting creativity, technology, and data.
Have experience with Power BI and big data models …",,https://nl.indeed.com/rc/clk?jk=1f250cfacfabcdca&fccid=8b05e8367ae5814d&vjs=3
